Company,Product,TypeName,Inches,CPU_Frequency (GHz),RAM (GB),Memory Type,Memory Capacity,GPU_Company,GPU_Type,OpSys,Weight (kg),Price (SAR),Resolution_Width,Resolution_Height,Contains_HD,Contains_IPS,Contains_Touchscreen,Contains_4K,Contains_Quad_HD_plus,CPU_Family,CPU_Generation,CPU_Series,GPU_Family,GPU_Series,GPU_Series_Clean,Series_Type,Performance_Tier
Dell,Inspiron 5770,Notebook,17.3,1.8,8,SSD+HDD,1152,AMD,Radeon 530,Linux,2.8,4363.030000000001,1920,1080,1,0,0,0,0,Core,8,i7,Radeon,530,530,Numeric,Mid-Range
Acer,Aspire A515-51G,Notebook,15.6,1.8,8,HDD,1024,Nvidia,GeForce MX130,Windows 10,2.2,2957.65,1920,1080,1,1,0,0,0,Core,8,i7,GeForce,MX130,130,Alphanumeric,Low-End
Lenovo,IdeaPad 320-17ISK,Notebook,17.3,2.0,4,HDD,1024,Intel,HD Graphics 520,Windows 10,2.8,1941.3300000000002,1600,900,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1.8,8,HDD,2048,Nvidia,GeForce MX150,No OS,2.8,3370.53,1920,1080,1,0,0,0,0,Core,8,i7,GeForce,MX150,150,Alphanumeric,Low-End
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,2.7,6,SSD+HDD,1152,Nvidia,GeForce 940MX,Windows 10,2.8,3410.23,1600,900,0,0,0,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
Dell,Inspiron 3567,Notebook,15.6,2.0,4,HDD,1024,AMD,Radeon R5 M430,Linux,2.25,1699.16,1920,1080,1,0,0,0,0,Core,6,i3,Radeon,M430,430,Alphanumeric,Low-End
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.5,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.5,3291.13,1920,1080,1,1,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
Lenovo,Ideapad 320-15IKBN,Notebook,15.6,2.5,6,SSD,256,Intel,HD Graphics 620,Windows 10,2.2,2298.63,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,Aspire A517-51G,Notebook,15.6,1.8,8,SSD,256,Nvidia,GeForce MX150,Windows 10,3.0,3775.4700000000003,1920,1080,1,1,0,0,0,Core,8,i7,GeForce,MX150,150,Alphanumeric,Low-End
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,15.6,2.7,12,HDD,1024,Intel,HD Graphics 620,Windows 10,2.15,2616.23,1920,1080,1,1,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Lenovo,Thinkpad T570,Notebook,15.6,2.7,8,SSD,256,Intel,HD Graphics 630,Windows 10,1.95,4355.09,1920,1080,1,1,0,0,0,Core,7,i7,HD,630,630,Numeric,Mid-Range
Asus,VivoBook S15,Ultrabook,15.6,2.5,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,1.7,3878.69,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,940MX,940,Alphanumeric,High-End
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,4680.63,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,2.7,8,HDD,1024,Nvidia,GeForce 940MX,No OS,2.2,2616.2697000000003,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
Acer,Chromebook C910-C2ST,Notebook,15.6,1.5,2,SSD,16,Intel,HD Graphics,Chrome OS,2.19,790.0300000000001,1366,768,0,0,0,0,0,Celeron,3,Other,HD,Graphics,640,Alphanumeric,Mid-Range
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,17.3,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050,Windows 10,3.0,4712.39,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,17.3,2.0,8,HDD,1024,Intel,HD Graphics 520,Windows 10,2.54,1941.3300000000002,1600,900,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Dell,XPS 15,Notebook,15.6,2.8,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.0,7261.13,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,15.6,1.6,8,SSD,256,Intel,UHD Graphics 620,Windows 10,2.05,2933.83,1920,1080,1,0,0,0,0,Core,8,i5,UHD,620,620,Numeric,Mid-Range
Lenovo,Legion Y720-15IKB,Gaming,15.6,2.8,8,HDD,1024,Nvidia,GeForce GTX 1060,Windows 10,3.2,5157.030000000001,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Acer,Aspire A715-71G,Notebook,15.6,2.8,8,SSD,256,Nvidia,GeForce GTX 1050 Ti,Linux,2.5,3886.63,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Dell,Precision 7720,Workstation,17.3,2.9,16,SSD,256,Nvidia,Quadro M1200,Windows 10,3.42,11452.8942,1920,1080,1,0,0,0,0,Core,7,i7,Quadro,M1200,1200,Alphanumeric,High-End
Lenovo,IdeaPad 310-15ABR,Notebook,15.6,2.4,6,HDD,1024,AMD,Radeon R5 430,Windows 10,2.4,1981.0300000000002,1920,1080,1,0,0,0,0,A1,Unknown,Other,Radeon,430,430,Numeric,Low-End
Asus,ZenBook UX530UQ-PRO,Ultrabook,15.6,2.7,16,SSD,512,Nvidia,GeForce 940MX,Windows 10,1.63,5827.96,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
Asus,VivoBook S14,Notebook,14.0,2.4,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.3,2020.73,1366,768,0,0,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Asus,Rog GL702VS-GC095T,Gaming,17.3,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,2.9,8424.34,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1070,1070,Numeric,High-End
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,2.5,6,HDD,1024,Nvidia,GeForce GTX 940M,Windows 10,2.8,2576.53,1600,900,0,0,0,0,0,Core,7,i5,GeForce,940M,940,Alphanumeric,High-End
Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,2.5,8,HDD,2048,Nvidia,GeForce 940MX,No OS,2.2,2179.53,1366,768,0,0,0,0,0,Core,7,i5,GeForce,940MX,940,Alphanumeric,High-End
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,15.6,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.5,5022.05,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1.1,4,HDD,1024,Intel,HD Graphics 505,No OS,2.2,1429.1603,1366,768,0,0,0,0,0,Pentium,4,Other,HD,505,505,Numeric,Mid-Range
HP,EliteBook x360,2 in 1 Convertible,13.3,2.8,16,SSD,256,Intel,HD Graphics 620,Windows 10,1.28,7840.75,1920,1080,1,0,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Toshiba,Satellite Pro,Notebook,15.6,2.5,8,SSD,256,Nvidia,GeForce 930M,Windows 10,2.2,4140.71,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,930M,930,Alphanumeric,High-End
Lenovo,IdeaPad 320-15IKB,Notebook,15.6,2.5,8,SSD+HDD,1152,Nvidia,GeForce 940MX,Windows 10,2.3,3251.4300000000003,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,940MX,940,Alphanumeric,High-End
HP,250 G6,Notebook,15.6,2.0,4,HDD,1024,Intel,HD Graphics 520,Windows 10,1.86,1861.93,1920,1080,1,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Lenovo,IdeaPad 720S-13IKB,Notebook,13.3,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.1,3966.03,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,XPS 13,Ultrabook,13.3,1.8,16,SSD,1024,Intel,UHD Graphics 620,Windows 10,1.21,9921.03,3840,2160,1,1,1,1,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
MSI,GE63VR 7RF,Gaming,15.6,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1070,Windows 10,2.8,8333.03,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1070,1070,Numeric,High-End
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,15.6,2.2,8,SSD,256,AMD,Radeon R5,Windows 10,2.23,1861.93,1920,1080,1,0,0,0,0,A8,7,7410,Radeon,R5,5,Alphanumeric,Low-End
Asus,VivoBook Flip,2 in 1 Convertible,11.6,1.1,2,Flash,32,Intel,HD Graphics 500,Windows 10,1.1,1091.75,1366,768,0,0,1,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Dell,Inspiron 5570,Notebook,15.6,1.6,8,SSD+HDD,1152,AMD,Radeon 530,Windows 10,2.33,3350.6800000000003,1920,1080,1,0,0,0,0,Core,8,i5,Radeon,530,530,Numeric,Mid-Range
HP,Spectre x360,2 in 1 Convertible,13.3,1.8,16,SSD,1024,Intel,UHD Graphics 620,Windows 10,1.29,9722.53,3840,2160,1,1,1,1,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Lenovo,ThinkPad 13,Notebook,13.3,1.6,4,Flash,16,Intel,HD Graphics 510,Chrome OS,1.45,1825.803,1366,768,0,0,0,0,0,Celeron,3,Other,HD,510,510,Numeric,Mid-Range
HP,ProBook 640,Notebook,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.95,3890.6000000000004,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Acer,TravelMate B,Notebook,11.6,1.6,4,Flash,128,Intel,HD Graphics 405,Windows 10,1.4,1925.45,1366,768,0,0,0,0,0,Pentium,3,Other,HD,405,405,Numeric,Low-End
HP,Elitebook 840,Notebook,14.0,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.48,5129.240000000001,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,2.5,4,HDD,1024,Nvidia,GeForce 920MX,Windows 10,2.79,2338.33,1600,900,0,0,0,0,0,Core,7,i5,GeForce,920MX,920,Alphanumeric,High-End
Asus,ZenBook UX410UA-GV183T,Notebook,14.0,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.0,4343.18,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
HP,ProBook 450,Notebook,15.6,1.8,8,HDD,1024,Intel,UHD Graphics 620,Windows 10,2.1,3580.94,1366,768,1,1,0,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Acer,Aspire 5,Notebook,15.6,2.7,8,SSD,256,AMD,Radeon RX 540,Windows 10,2.2,2616.23,1366,768,0,0,0,0,0,A1,Unknown,Other,Radeon,540,540,Numeric,Mid-Range
Lenovo,IdeaPad 120S-14IAP,Notebook,14.0,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.44,1159.24,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Acer,Aspire E5-575,Notebook,15.6,2.5,6,HDD,1024,Intel,HD Graphics 620,Windows 10,2.23,2179.53,1366,768,0,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Asus,VivoBook S15,Ultrabook,15.6,2.7,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,1.7,4168.103000000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
HP,Elitebook 820,Ultrabook,12.5,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.26,5299.95,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Dell,XPS 15,Notebook,15.6,2.8,32,SSD,1024,Nvidia,GeForce GTX 1050,Windows 10,2.06,10476.83,3840,2160,1,0,1,1,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
MSI,GL72M 7REX,Gaming,17.3,2.8,8,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,4760.030000000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Toshiba,Satellite Pro,Notebook,15.6,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.0,3743.71,1920,1080,1,1,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,14.0,2.7,8,SSD+HDD,1280,Intel,HD Graphics 620,Windows 10,2.0,5295.9800000000005,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,15.6,2.0,4,HDD,1024,Intel,HD Graphics 520,Windows 10,1.85,1782.5300000000002,1920,1080,1,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,2.8,8,SSD,256,Nvidia,GeForce GTX 1050,Windows 10,2.5,3966.03,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
HP,EliteBook 840,Notebook,14.0,2.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.48,5033.96,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,Inspiron 7570,Ultrabook,15.6,1.6,8,SSD+HDD,1152,Nvidia,GeForce 940MX,Windows 10,1.9,4164.530000000001,1920,1080,1,1,0,0,0,Core,8,i5,GeForce,940MX,940,Alphanumeric,High-End
HP,Elitebook 850,Notebook,15.6,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.84,4541.68,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,15.6,1.1,4,HDD,1024,Intel,HD Graphics 500,Linux,2.0,1091.7103000000002,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Dell,Inspiron 7570,Notebook,15.6,1.6,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,2.0,4536.717500000001,1920,1080,1,0,0,0,0,Core,8,i5,GeForce,940MX,940,Alphanumeric,High-End
Dell,Inspiron 3552,Notebook,15.6,1.6,4,HDD,500,Intel,HD Graphics,Linux,2.2,1091.353,1366,768,0,0,0,0,0,Celeron,3,Other,HD,Graphics,640,Alphanumeric,Mid-Range
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,3.6,12,HDD,2048,AMD,Radeon 530,Windows 10,2.2,3569.03,1920,1080,1,0,0,0,0,A1,Unknown,Other,Radeon,530,530,Numeric,Mid-Range
HP,ProBook 450,Notebook,15.6,2.4,8,HDD,1024,Nvidia,GeForce 930MX,Windows 10,2.1,2842.52,1920,1080,1,1,0,0,0,Core,7,i3,GeForce,930MX,930,Alphanumeric,High-End
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1.8,16,SSD,512,Intel,UHD Graphics 620,Windows 10,1.4,8333.03,3840,2160,1,1,1,1,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Dell,XPS 13,Ultrabook,13.3,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.2,6268.63,1920,1080,1,0,0,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.8,16,SSD+HDD,2304,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.4,4482.13,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
HP,Stream 14-AX001nv,Notebook,14.0,1.6,2,Flash,32,Intel,HD Graphics 400,Windows 10,1.44,1107.63,1366,768,0,0,0,0,0,Celeron,3,Other,HD,400,400,Numeric,Low-End
Dell,Latitude 5590,Ultrabook,15.6,1.9,16,SSD+SSD,768,Intel,UHD Graphics 620,Windows 10,1.88,6383.6012,1920,1080,1,0,0,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
Asus,VivoBook Flip,2 in 1 Convertible,11.6,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.5,1488.75,1366,768,0,0,1,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Dell,Inspiron 5570,Ultrabook,15.6,1.6,8,HDD,1024,AMD,Radeon 530,Windows 10,1.9,2632.11,1920,1080,1,0,0,0,0,Core,8,i5,Radeon,530,530,Numeric,Mid-Range
Dell,XPS 15,Notebook,15.6,2.8,16,SSD,512,Nvidia,GeForce GTX 1050,Windows 10,2.06,8048.857400000001,3840,2160,1,0,1,1,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
HP,Elitebook 850,Notebook,15.6,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.84,5176.88,1920,1080,1,0,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
MSI,GP72MVR 7RFX,Gaming,17.3,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.7,5593.7300000000005,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
HP,Zbook 15,Workstation,15.6,2.8,8,SSD,256,Nvidia,Quadro M1200,Windows 10,2.6,6900.9319000000005,1920,1080,1,0,0,0,0,Core,7,i7,Quadro,M1200,1200,Alphanumeric,High-End
Toshiba,Tecra A50-C-21G,Notebook,15.6,2.5,16,SSD,512,Nvidia,GeForce 930M,Windows 10,2.4,5569.91,1920,1080,1,1,0,0,0,Core,6,i7,GeForce,930M,930,Alphanumeric,High-End
Dell,Inspiron 5570,Notebook,15.6,1.8,8,SSD+HDD,2176,AMD,Radeon 530,Windows 10,2.02,3854.473,1920,1080,1,0,0,0,0,Core,8,i7,Radeon,530,530,Numeric,Mid-Range
Lenovo,IdeaPad 320-15IAP,Notebook,15.6,1.1,4,HDD,1024,Intel,HD Graphics 500,No OS,2.2,1278.3003,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Dell,Inspiron 7577,Gaming,15.6,2.5,8,HDD,1024,Nvidia,GeForce GTX 1050,Windows 10,2.65,3966.03,1920,1080,1,0,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
Dell,Inspiron 3567,Notebook,15.6,2.5,8,HDD,2048,Intel,HD Graphics 620,Windows 10,2.36,2212.7589000000003,1366,768,0,0,1,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Dell,Latitude 7480,Notebook,14.0,2.6,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.36,5665.1900000000005,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
HP,250 G6,Notebook,15.6,2.0,4,HDD,500,Intel,HD Graphics 520,Windows 10,1.86,1742.8300000000002,1366,768,0,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Asus,Zenbook UX410UA-GV027T,Notebook,14.0,2.5,8,SSD,256,Intel,HD Graphics 620,Windows 10,2.0,3751.65,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,2.5,6,SSD+HDD,1152,Nvidia,GeForce GTX 940MX,Windows 10,2.8,2854.4300000000003,1600,900,0,0,0,0,0,Core,7,i5,GeForce,940MX,940,Alphanumeric,High-End
HP,250 G6,Notebook,15.6,2.5,8,HDD,1024,Intel,HD Graphics 620,Windows 10,1.86,2536.83,1920,1080,1,0,0,0,0,Core,7,i5,HD,620,620,Numeric,Mid-Range
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,2.0,8,SSD,256,Nvidia,GeForce 920MX,No OS,2.2,1981.0300000000002,1366,768,0,0,0,0,0,Core,6,i3,GeForce,920MX,920,Alphanumeric,High-End
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,15.6,1.6,8,HDD,2048,Intel,HD Graphics 405,Windows 10,2.04,1544.3300000000002,1366,768,0,0,0,0,0,Pentium,3,Other,HD,405,405,Numeric,Low-End
Dell,Inspiron 5770,Notebook,17.3,1.6,8,SSD+HDD,1152,AMD,Radeon 530,Windows 10,2.8,4307.45,1920,1080,1,0,0,0,0,Core,8,i5,Radeon,530,530,Numeric,Mid-Range
Lenovo,Legion Y520-15IKBN,Gaming,15.6,2.5,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,No OS,2.4,3211.73,1920,1080,1,1,0,0,0,Core,7,i5,GeForce,1050,1050,Numeric,High-End
Dell,Inspiron 5567,Notebook,15.6,2.7,8,SSD,256,AMD,Radeon R7 M445,Windows 10,2.33,3569.03,1920,1080,1,0,0,0,0,Core,7,i7,Radeon,M445,445,Alphanumeric,Low-End
HP,Elitebook 1040,Ultrabook,14.0,2.7,8,SSD,256,Intel,HD Graphics 620,Windows 10,1.36,6947.5,1920,1080,1,1,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Asus,ZenBook Flip,2 in 1 Convertible,15.6,2.7,12,SSD+HDD,2560,Nvidia,GeForce GT 940MX,Windows 10,2.26,4363.030000000001,1920,1080,1,0,1,0,0,Core,7,i7,GeForce,940MX,940,Alphanumeric,High-End
Acer,Aspire 3,Notebook,15.6,3.0,4,SSD,128,AMD,Radeon R5,Windows 10,2.1,1691.22,1366,768,0,0,0,0,0,A9,9,9420,Radeon,R5,5,Alphanumeric,Low-End
Asus,Rog Strix,Gaming,17.3,3.0,16,SSD+HDD,1280,AMD,Radeon RX 580,Windows 10,3.25,8730.03,1920,1080,1,1,0,0,0,Ryzen,1,700,Radeon,580,580,Numeric,Mid-Range
Lenovo,IdeaPad 110-17ACL,Notebook,17.3,2.2,4,SSD,128,AMD,Radeon R5,Windows 10,2.6,1941.3300000000002,1600,900,0,0,0,0,0,A8,7,7410,Radeon,R5,5,Alphanumeric,Low-End
Dell,Inspiron 5379,2 in 1 Convertible,13.3,1.8,8,SSD,256,Intel,UHD Graphics 620,Windows 10,1.62,3449.9697,1920,1080,1,0,1,0,0,Core,8,i7,UHD,620,620,Numeric,Mid-Range
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,15.6,3.0,4,SSD,256,AMD,Radeon R5,Windows 10,1.91,1941.2903000000001,1920,1080,1,0,0,0,0,A9,9,9420,Radeon,R5,5,Alphanumeric,Low-End
Lenovo,Yoga 11e,Netbook,11.6,1.1,4,SSD,128,Intel,HD Graphics 500,Windows 10,1.59,2195.4100000000003,1366,768,0,1,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Dell,Inspiron 3552,Notebook,15.6,1.6,4,HDD,500,Intel,HD Graphics 400,Windows 10,1.8,1226.73,1366,768,0,0,0,0,0,Celeron,3,Other,HD,400,400,Numeric,Low-End
Asus,VivoBook E403NA,Notebook,14.0,1.1,4,Flash,32,Intel,HD Graphics 500,Windows 10,1.5,1135.42,1366,768,0,0,0,0,0,Celeron,3,Other,HD,500,500,Numeric,Low-End
Acer,Aspire 7,Notebook,15.6,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050,Linux,2.4,3358.6200000000003,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
HP,Omen 17-w212nv,Gaming,17.3,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1050,Windows 10,3.35,4728.27,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,15.6,2.0,4,SSD,128,Intel,HD Graphics 520,No OS,1.85,1601.895,1920,1080,1,0,0,0,0,Core,6,i3,HD,520,520,Numeric,Mid-Range
Asus,ROG Strix,Gaming,15.6,2.8,8,SSD+HDD,1152,Nvidia,GeForce GTX 1060,Windows 10,2.3,6570.35,1920,1080,1,1,0,0,0,Core,7,i7,GeForce,1060,1060,Numeric,High-End
Lenovo,IdeaPad 720S-14IKB,Notebook,14.0,2.5,8,SSD,256,Nvidia,GeForce 940MX,Windows 10,1.5,4363.030000000001,1920,1080,1,1,0,0,0,Core,7,i5,GeForce,940MX,940,Alphanumeric,High-End
Asus,Zenbook Flip,Ultrabook,13.3,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.1,6943.133000000001,1920,1080,1,0,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Lenovo,Thinkpad X1,Ultrabook,14.0,2.7,8,SSD,512,Intel,HD Graphics 620,Windows 10,1.13,9059.54,2560,1440,0,1,0,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Lenovo,Ideapad 510S-13IKB,Notebook,13.3,2.4,4,SSD,128,Intel,HD Graphics 620,Windows 10,1.5,2179.53,1920,1080,1,1,0,0,0,Core,7,i3,HD,620,620,Numeric,Mid-Range
Dell,Precision 3510,Workstation,15.6,2.6,8,HDD,500,AMD,FirePro W5130M,Windows 10,2.23,5434.93,1920,1080,1,0,0,0,0,Core,6,i5,FirePro,W5130M,5130,Alphanumeric,High-End
Dell,Precision 5520,Workstation,15.6,2.7,8,SSD,256,Nvidia,Quadro M1200,Windows 10,2.0,8475.95,1920,1080,1,1,0,0,0,Core,6,i7,Quadro,M1200,1200,Alphanumeric,High-End
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2.7,16,SSD,512,Intel,HD Graphics 620,Windows 10,1.42,9960.730000000001,2560,1440,0,0,1,0,0,Core,7,i7,HD,620,620,Numeric,Mid-Range
Asus,Rog GL753VD-GC042T,Gaming,17.3,2.8,8,HDD,1024,Nvidia,GeForce GTX 1050,Windows 10,3.0,4124.83,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,1050,1050,Numeric,High-End
Asus,Rog GL753VE-GC070T,Gaming,17.3,2.8,16,SSD+HDD,1280,Nvidia,GeForce GTX 1050 Ti,Windows 10,3.0,6316.27,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Acer,Aspire 5,Notebook,15.6,1.6,12,HDD,1024,Nvidia,GeForce MX130,Windows 10,2.2,2755.1403,1366,768,0,1,0,0,0,Core,8,i5,GeForce,MX130,130,Alphanumeric,Low-End
MSI,Leopard GP72M,Gaming,17.3,2.8,8,SSD,256,Nvidia,GeForce GTX 1050 Ti,Windows 10,2.7,5355.530000000001,1920,1080,1,0,0,0,0,Core,7,i7,GeForce,Ti,640,Alphanumeric,Mid-Range
Dell,Inspiron 5567,Notebook,15.6,2.7,8,SSD,256,AMD,Radeon R7 M445,Linux,2.33,3092.1139000000003,1920,1080,1,0,0,0,0,Core,7,i7,Radeon,M445,445,Alphanumeric,Low-End
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,15.6,3.0,4,SSD,256,AMD,Radeon 520,Windows 10,1.91,1981.0300000000002,1920,1080,1,0,0,0,0,A9,9,9420,Radeon,520,520,Numeric,Mid-Range
